 0.0050704223,1577067352424,
 0.003943662,1577067353202,
 0.01802817,1577067354158,
 0.009014085,1577067355203,
 0.014084507,1577067356285,
 0.010704225,1577067357138,
 0.027605634,1577067358136,
 0.011830986,1577067359138,
 0.028169014,1577067360139,
 0.009577465,1577067361129,
 0.014647887,1577067362127,
 0.007887324,1577067363124,
 0.028732395,1577067364124,
 0.028169014,1577067365127,
 0.44676057,1577067366135,
 1.0850704,1577067367135,
 1.654648,1577067368133,
 2.0501409,1577067369132,
 2.1222534,1577067370136,
 2.5104225,1577067371138,
 2.7430985,1577067372135,
 2.8377464,1577067373143,
 2.7177465,1577067374139,
 2.7419717,1577067375138,
 2.856338,1577067376140,
 3.054648,1577067377135,
 3.5380282,1577067378135,
 3.7678874,1577067379135,
 3.3622534,1577067380135,
 3.254648,1577067381134,
 3.0501409,1577067382137,
 2.983662,1577067383130,
 2.9267607,1577067384135,
 2.8749297,1577067385133,
 2.7988732,1577067386143,
 2.8461971,1577067387143,
 2.87831,1577067388147,
 2.9988732,1577067389261,
 2.9402816,1577067390141,
 3.155493,1577067391144,
 3.0828168,1577067392139,
 3.0822535,1577067393145,
 3.0478873,1577067394138,
 3.115493,1577067395135,
 3.1419718,1577067396135,
 3.0907042,1577067397137,
 3.3830986,1577067398141,
 3.7712677,1577067399137,
 3.9571831,1577067400140,
 3.9430985,1577067401135,
 3.8692958,1577067402136,
 3.8478873,1577067403141,
 3.04169,1577067404137,
 2.5870423,1577067405132,
 0.049014084,1577067406129,
 0.12,1577067407136,
 0.62591547,1577067408141,
 0.91605633,1577067409138,
 1.1318309,1577067410135,
 0.66366196,1577067411135,
 0.68676054,1577067412144,
 1.0377464,1577067413144,
 1.216338,1577067414152,
 1.4569014,1577067415144,
 1.7121127,1577067416142,
 2.063662,1577067417136,
 2.4738028,1577067418144,
 2.7278874,1577067419142,
 2.9194367,1577067420145,
 3.350986,1577067421143,
 3.7515492,1577067422136,
 3.8659155,1577067423130,
 3.8833802,1577067424137,
 3.884507,1577067425138,
 3.828169,1577067426141,
 3.8174648,1577067427144,
 3.8630986,1577067428138,
 3.9447887,1577067429138,
 4.004507,1577067430134,
 3.517183,1577067431136,
 3.6242254,1577067432144,
 3.5538027,1577067433150,
 3.5577464,1577067434143,
 3.6749296,1577067435153,
 3.7470422,1577067436149,
 3.724507,1577067437148,
 3.7825353,1577067438148,
 3.9059155,1577067439148,
 4.051831,1577067440146,
 4.131831,1577067441149,
 4.28169,1577067442145,
 4.410141,1577067443141,
 4.530704,1577067444143,
 4.5707045,1577067445144,
 4.549859,1577067446149,
 4.5729575,1577067447146,
 4.5487323,1577067448143,
 4.485634,1577067449140,
 4.491831,1577067450141,
 4.490704,1577067451141,
 4.52,1577067452138,
 4.494648,1577067453135,
 4.5960565,1577067454145,
 4.6247888,1577067455145,
 4.7307043,1577067456142,
 4.841127,1577067457147,
 4.969014,1577067458146,
 5.0715494,1577067459143,
 5.109296,1577067460142,
 5.1340847,1577067461145,
 5.1211267,1577067462142,
 5.1712675,1577067463138,
 5.0974646,1577067464142,
 5.016338,1577067465141,
 4.5076056,1577067466148,
 4.2952113,1577067467146,
 4.0569015,1577067468145,
 3.8039436,1577067469147,
 4.113803,1577067470141,
 3.460845,1577067471145,
 3.099155,1577067472141,
 3.4405634,1577067473137,
 3.3188732,1577067474132,
 2.4174647,1577067475137,
 1.7391549,1577067476145,
 1.7988732,1577067477141,
 1.8090141,1577067478140,
 0.8602817,1577067479143,
 0.0067605632,1577067480133,
 0.0073239435,1577067481126,
 0.0011267606,1577067482129,
 0.02028169,1577067483128,
 0.017464789,1577067484128,
 0.01971831,1577067485127,
 0.014647887,1577067486128,
 0.0050704223,1577067487133,
 0.02140845,1577067488128,
 0.0073239435,1577067489127,
 0.015774649,1577067490133,
 0.01859155,1577067491131,
 0.0073239435,1577067492125,
 0.006197183,1577067493131,
 0.021971831,1577067494126,
 0.0056338026,1577067495131,
 0.01859155,1577067496130,
 0.017464789,1577067497129,
 0.028169014,1577067498131,
 0.007887324,1577067499129,
 0.01859155,1577067500130,
 0.003943662,1577067501127,
 0.028732395,1577067502129,
 0.008450705,1577067503126,
 0.01690141,1577067504127,
 0.01802817,1577067505126,
 0.01971831,1577067506126,
 0.4630986,1577067507133,
 1.2011268,1577067508135,
 1.8129578,1577067509134,
 2.303662,1577067510136,
 2.6749296,1577067511138,
 3.2016902,1577067512137,
 3.579155,1577067513136,
 3.9859154,1577067514134,
 4.3504224,1577067515137,
 4.375775,1577067516139,
 4.3160563,1577067517139,
 4.242817,1577067518135,
 4.1307044,1577067519133,
 4.084507,1577067520135,
