 0.35549295,1569397148032,
 0.67887324,1569397149037,
 0.7476056,1569397150046,
 0.8940845,1569397151038,
 0.86366194,1569397152033,
 0.64901406,1569397153032,
 0.45521128,1569397154036,
 0.47887325,1569397155034,
 0.46760562,1569397156036,
 0.69802815,1569397157028,
 0.6912676,1569397158043,
 0.7476056,1569397159034,
 1.0225352,1569397160031,
 0.6907042,1569397161037,
 0.44394365,1569397164029,
 0.84394366,1569397165031,
 1.2332394,1569397166037,
 1.5661972,1569397167039,
 1.8890141,1569397168039,
 2.1256337,1569397169037,
 2.3109858,1569397170041,
 2.4794366,1569397171028,
 2.586479,1569397172035,
 2.7966197,1569397173031,
 2.9132395,1569397174037,
 3.0056338,1569397175030,
 3.0107043,1569397176026,
 3.108169,1569397177024,
 3.3707042,1569397178028,
 3.5301409,1569397179020,
 3.6450703,1569397180026,
 3.737465,1569397181025,
 3.6715493,1569397182032,
 3.757183,1569397183035,
 3.9842253,1569397184031,
 4.1887326,1569397185029,
 4.2867603,1569397186032,
 4.1357746,1569397187027,
 3.9138029,1569397188033,
 3.4923944,1569397189030,
 2.995493,1569397190030,
 2.7938027,1569397191029,
 2.693521,1569397192034,
 2.7622535,1569397193025,
 3.0090141,1569397194033,
 3.2,1569397195033,
 2.0507042,1569397196031,
 0.3774648,1569397197029,
 0.65971833,1569397199028,
 1.1284508,1569397200063,
 1.5092958,1569397201031,
 1.9070423,1569397202033,
 2.2388732,1569397203029,
 2.5701408,1569397204027,
 3.0292957,1569397205025,
 3.353803,1569397206028,
 3.6011267,1569397207030,
 3.5470424,1569397208024,
 3.5825353,1569397209023,
 3.6552112,1569397210021,
 3.727324,1569397211015,
 4.0039434,1569397212017,
 4.00169,1569397213016,
 3.6512675,1569397214022,
 3.6095774,1569397215026,
 3.597183,1569397216028,
 3.4067605,1569397217029,
 3.5278873,1569397218026,
 3.7605634,1569397219028,
 4.2061973,1569397220028,
 4.441127,1569397221026,
 4.5087323,1569397222021,
 4.465352,1569397223024,
 4.4383097,1569397224024,
 4.4822536,1569397225018,
 4.4659157,1569397226019,
 3.9464788,1569397227031,
 3.6890142,1569397228029,
 3.546479,1569397229025,
 3.5453522,1569397230027,
 3.5430987,1569397231028,
 3.5160563,1569397232029,
 3.477183,1569397233019,
 3.6185915,1569397234028,
 3.8676057,1569397235029,
 4.0259156,1569397236030,
 3.9459155,1569397237030,
 3.8850703,1569397238032,
 3.8208451,1569397239029,
 3.3594365,1569397240027,
 3.093521,1569397241030,
 3.0005634,1569397242036,
 2.7830987,1569397243034,
 2.752676,1569397244024,
 3.087324,1569397245028,
 3.5447888,1569397246029,
 3.80169,1569397247027,
 4.1504226,1569397248028,
 4.5076056,1569397249030,
 4.806761,1569397250026,
 5.0732393,1569397251021,
 5.1515493,1569397252025,
 4.934648,1569397253026,
 4.7402816,1569397254028,
 4.4794364,1569397255021,
 4.221972,1569397256020,
 3.675493,1569397257025,
 3.1284506,1569397258019,
 2.7166197,1569397259023,
 2.4169014,1569397260045,
 2.534648,1569397261022,
 2.7729578,1569397262019,
 2.7549295,1569397263028,
 2.6923943,1569397264020,
 2.6253521,1569397265021,
 2.5267606,1569397266023,
 2.5532393,1569397267019,
 2.5459156,1569397268025,
 2.740845,1569397269016,
 3.1701407,1569397270027,
 3.2416902,1569397271019,
 3.4332395,1569397272019,
 3.554366,1569397273019,
 3.6738029,1569397274035,
 3.557183,1569397275021,
 3.4557745,1569397276021,
 3.1921127,1569397277014,
 2.5695775,1569397278018,
 2.497465,1569397279064,
 2.4467607,1569397280018,
 2.294648,1569397281014,
 2.2557747,1569397282018,
 2.327324,1569397283020,
 2.2394366,1569397284021,
 2.8078873,1569397285020,
 3.1650705,1569397286033,
 3.2529578,1569397287029,
 3.7605634,1569397288029,
 3.8304226,1569397289027,
 3.8642254,1569397290028,
 3.8360562,1569397291020,
 3.4738028,1569397292019,
 3.303662,1569397293021,
 3.4298592,1569397294024,
 3.4338028,1569397295019,
 3.8884506,1569397296018,
